week_day,hour,heatdata
Fri,7,"[0.2524271844660194, 1.2718446601941749]"
Fri,8,"[0.7058823529411764, 5.313725490196078]"
Mon,7,"[0.31999999999999995, 1.81]"
Mon,8,"[0.8369565217391304, 4.869565217391305]"
Thu,7,"[0.26, 1.88]"
Thu,8,"[0.8787878787878788, 4.808080808080808]"
Tue,7,"[0.32352941176470584, 2.3627450980392157]"
Tue,8,"[0.7647058823529411, 4.323529411764706]"
Wed,7,"[0.27722772277227725, 1.3663366336633664]"
Wed,8,"[0.8247422680412371, 4.927835051546392]"
