delay
0
0
10
0
0
1
5
0
17
3
0
0
0
0
5
3
2
5
0
0
0
5
6
0
0
2
0
0
5
0
0
0
0
2
4
0
4
4
2
8
0
0
0
9
1
6
0
3
10
1
0
0
0
0
1
6
1
0
4
1
0
0
0
0
0
4
0
0
5
0
0
3
0
0
4
5
1
0
1
2
0
6
0
1
0
10
6
6
0
0
4
0
0
0
1
0
2
0
29
0
0
0
0
3
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
5
4
0
2
4
0
0
4
7
29
23
9
4
13
0
0
2
5
6
26
0
0
12
4
19
39
9
6
19
5
0
0
0
15
7
3
7
0
10
20
9
0
0
0
0
0
4
5
0
3
0
0
0
0
0
0
5
0
8
2
0
6
2
0
0
3
0
1
11
0
0
6
1
7
4
0
3
3
0
0
0
0
3
0
0
0
0
0
0
0
0
0
1
0
0
0
0
6
1
2
0
3
0
1
3
0
5
3
0
5
0
6
2
0
0
2
0
2
1
0
0
0
0
25
0
0
0
0
26
0
0
0
0
2
0
8
4
0
0
1
0
14
4
25
8
5
6
6
1
6
10
0
0
5
0
0
10
16
19
0
0
1
5
0
2
0
26
6
1
0
3
6
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
3
0
0
1
0
0
0
0
0
0
48
2
4
0
0
0
6
18
8
0
1
5
8
5
0
12
9
1
6
0
8
1
3
1
2
4
13
0
1
13
8
0
12
8
24
10
1
17
0
33
0
4
4
18
13
1
17
21
11
8
0
39
4
2
7
6
3
0
0
6
0
0
0
0
11
1
0
10
1
2
9
0
6
0
0
0
0
11
4
0
2
12
9
0
0
0
9
5
4
7
0
9
2
6
12
5
18
0
14
8
8
8
0
10
9
10
16
0
3
0
3
2
8
5
2
0
0
0
27
0
0
0
0
0
0
0
0
7
0
0
0
3
0
4
0
0
0
5
1
0
9
3
4
12
0
0
18
0
0
0
6
2
6
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
16
0
0
1
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
17
0
17
0
0
0
8
0
0
0
0
1
0
0
0
1
0
0
0
1
5
3
4
0
10
0
0
0
4
4
0
0
15
2
8
11
9
4
5
4
0
0
2
6
11
8
4
14
5
0
0
0
1
0
0
1
0
8
21
0
12
14
0
13
7
0
1
4
0
6
5
5
0
3
10
0
0
0
0
0
0
13
16
17
3
0
0
10
6
0
0
3
0
8
1
6
1
6
0
0
0
13
1
10
4
2
10
19
0
4
8
0
0
0
7
0
0
0
2
0
0
0
0
0
0
0
0
0
12
4
0
6
1
0
0
10
6
0
0
3
1
8
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
6
0
0
0
0
0
0
0
0
7
0
0
0
0
0
0
6
7
3
8
0
0
0
9
2
0
3
4
1
0
2
2
0
0
1
0
2
4
8
0
0
5
0
6
3
4
5
10
0
0
12
0
12
17
0
12
5
0
8
0
0
0
2
13
2
30
13
7
0
0
0
2
16
16
6
21
1
16
0
0
3
1
16
0
14
1
0
2
8
3
6
0
1
0
1
0
0
0
0
0
5
8
3
0
0
0
2
0
0
0
0
7
5
20
18
11
16
0
4
8
18
2
2
14
33
0
12
23
7
7
8
7
4
1
0
5
22
0
0
2
0
13
3
15
0
13
7
3
2
1
5
0
10
5
6
4
6
0
0
7
7
3
9
6
0
10
5
0
0
0
0
8
4
0
7
7
19
0
11
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
2
0
0
0
9
7
19
4
0
21
21
14
0
5
8
7
1
0
17
9
15
6
13
11
1
0
1
10
0
3
3
0
0
0
0
0
1
0
0
10
1
0
0
0
0
3
0
8
0
9
0
7
1
5
3
0
22
7
1
6
36
4
2
1
6
2
3
0
2
45
1
0
1
2
8
19
0
0
0
0
0
4
11
18
0
0
6
1
0
2
1
33
0
3
1
0
5
0
6
1
4
4
0
11
1
0
1
0
1
5
4
6
3
3
0
2
0
1
2
3
2
0
0
0
1
0
0
4
2
0
0
0
5
0
0
2
6
6
7
20
2
0
15
0
6
13
5
1
31
0
4
7
0
10
0
11
0
6
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
4
0
0
