delay
0
0
11
2
0
0
2
0
11
0
0
0
0
1
0
0
2
0
0
0
0
0
0
0
0
0
0
0
6
1
0
0
0
3
0
6
4
3
6
2
0
0
0
0
11
5
0
9
0
0
3
2
2
0
0
2
1
0
2
1
0
5
6
5
5
2
3
13
13
10
0
0
4
0
5
8
4
0
3
0
4
0
4
0
0
3
2
1
0
0
0
10
0
10
5
2
0
7
10
4
1
17
6
0
0
5
5
10
22
0
0
3
0
4
0
2
18
3
1
0
5
4
20
0
7
6
0
3
1
8
8
0
0
3
0
2
0
5
3
4
2
5
2
13
0
0
26
1
0
14
0
0
0
5
4
2
3
12
7
1
0
1
4
0
0
1
2
0
0
1
0
14
4
5
0
4
6
8
34
0
3
0
5
0
0
4
0
0
0
0
0
5
0
3
0
0
0
0
1
2
5
4
0
1
3
3
2
1
0
0
2
0
0
0
0
0
0
0
7
0
0
0
6
0
8
0
4
0
2
6
3
0
5
8
2
0
0
0
7
3
7
4
0
4
7
15
5
1
1
11
0
16
13
0
1
11
0
11
0
3
0
9
0
0
3
5
3
3
11
4
0
0
10
2
0
6
0
0
0
2
1
6
3
0
1
0
11
0
0
0
0
0
21
13
30
16
31
32
34
5
0
38
63
24
0
13
2
11
1
0
0
0
0
0
0
0
6
0
0
35
0
8
5
25
28
4
36
4
23
11
39
26
16
0
22
4
3
48
0
0
2
8
2
0
2
0
12
11
0
0
0
5
2
18
29
4
0
8
1
0
1
8
0
0
5
5
0
16
0
5
0
3
0
3
6
0
0
0
5
4
0
0
0
0
0
0
0
0
1
18
0
6
7
5
1
4
10
0
2
5
0
3
5
0
0
0
0
0
0
14
0
0
3
9
0
0
7
2
2
12
2
2
2
3
1
0
0
6
0
0
0
2
0
0
0
4
2
4
0
6
0
4
5
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
5
0
0
0
6
0
5
13
1
0
3
0
0
0
0
1
4
0
3
1
5
12
3
2
1
7
14
0
8
0
0
3
0
0
4
1
0
0
0
1
0
0
4
0
7
0
3
4
0
17
0
5
0
9
0
8
5
3
0
11
12
2
9
3
6
0
4
0
0
0
3
13
0
14
1
1
1
3
0
0
5
0
0
12
0
0
7
3
2
2
1
8
5
4
1
0
4
6
3
0
4
0
8
0
0
0
0
7
0
4
17
0
4
5
3
0
10
10
0
6
1
0
9
0
0
2
0
8
19
0
0
3
3
2
0
0
2
14
4
0
0
0
0
5
0
0
0
0
0
0
0
1
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
8
0
14
3
22
0
0
7
0
5
0
0
2
0
0
0
0
0
10
0
2
16
0
17
0
5
0
0
0
0
0
0
3
9
9
0
12
8
12
0
11
0
2
4
0
0
5
0
0
0
0
0
3
13
2
0
2
0
10
0
0
6
0
0
0
4
9
11
10
2
5
6
12
5
0
0
0
1
0
2
3
0
0
0
21
4
0
0
0
0
0
0
1
0
0
0
0
0
1
13
9
19
0
8
1
12
1
6
6
2
2
10
4
0
0
5
2
7
1
0
0
13
17
2
3
0
3
5
0
6
0
0
0
2
0
0
0
13
2
0
0
5
6
12
1
10
2
11
0
0
2
18
3
0
0
7
7
0
0
10
0
0
0
6
0
0
0
0
0
0
0
0
1
4
6
0
0
3
8
1
10
0
0
0
10
9
0
0
0
10
0
2
0
3
0
5
0
2
0
4
0
0
2
0
1
1
0
11
6
0
7
7
0
9
5
0
0
1
8
0
4
5
6
3
19
0
0
0
0
0
5
8
0
0
1
0
0
0
25
0
1
3
0
0
0
0
8
5
8
17
23
0
9
3
6
4
0
0
13
0
0
3
16
2
4
2
0
11
0
0
0
2
0
5
3
0
0
4
0
19
15
0
20
11
26
0
19
14
33
18
23
43
14
0
0
5
0
6
9
0
1
0
0
4
4
4
0
27
0
3
0
39
14
0
47
0
22
15
15
19
10
29
0
12
0
37
2
14
0
4
6
0
29
0
0
8
0
0
0
0
2
0
0
7
0
1
1
33
3
0
0
0
0
0
0
3
0
0
0
0
0
0
0
6
0
0
0
0
0
0
0
0
9
0
0
0
0
15
15
0
0
0
0
0
0
2
1
1
0
0
1
40
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
0
0
8
8
0
0
0
0
0
11
0
8
15
3
8
0
0
0
14
0
0
0
0
4
0
0
0
0
0
0
2
2
0
0
25
22
0
6
12
14
5
1
0
4
0
1
7
0
8
0
13
0
2
0
4
