level_0,index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
3907821,4362189,6604,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,06:29:00,2018-04-23,06:28:00,Mon
3907925,4362297,6632,12.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,50.0,estimated,Morristown Line,NJ Transit,2018-04-23,11:26:00,2018-04-23,12:16:00,Mon
3908171,4362562,6666,15.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,19:14:00,2018-04-23,19:13:00,Mon
3908242,4362637,6650,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,1.0,estimated,Morristown Line,NJ Transit,2018-04-23,16:11:00,2018-04-23,16:12:00,Mon
3908310,4362705,6668,15.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,19:54:00,2018-04-23,19:53:00,Mon
3908562,4362973,6602,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,05:44:00,2018-04-23,05:43:00,Mon
3908627,4363044,6656,12.0,Newark Broad Street,106.0,New York Penn Station,105.0,8.0,estimated,Morristown Line,NJ Transit,2018-04-23,17:03:00,2018-04-23,17:11:00,Mon
3908681,4363107,6658,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,7.0,estimated,Morristown Line,NJ Transit,2018-04-23,17:31:00,2018-04-23,17:38:00,Mon
3908813,4363258,6624,14.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,47.0,estimated,Morristown Line,NJ Transit,2018-04-23,09:31:00,2018-04-23,10:18:00,Mon
3909011,4363465,6612,12.0,Maplewood,81.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,07:32:00,2018-04-23,07:31:00,Mon
3909221,4363678,6648,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,15:24:00,2018-04-23,15:23:00,Mon
3909259,4363716,6670,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,20:27:00,2018-04-23,20:26:00,Mon
3909459,4363930,6614,10.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,08:05:00,2018-04-23,08:05:00,Mon
3909717,4364200,6676,17.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,23:02:00,2018-04-23,23:01:00,Mon
3909766,4364252,6640,17.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,8.0,estimated,Morristown Line,NJ Transit,2018-04-23,13:27:00,2018-04-23,13:35:00,Mon
3910999,4365541,6332,10.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,68.0,estimated,Morristown Line,NJ Transit,2018-04-23,11:19:00,2018-04-23,12:27:00,Mon
3911092,4365634,6328,9.0,Newark Broad Street,106.0,New York Penn Station,105.0,58.0,estimated,Morristown Line,NJ Transit,2018-04-23,10:40:00,2018-04-23,11:38:00,Mon
3911618,4366200,6318,4.0,Brick Church,23.0,New York Penn Station,105.0,2.0,estimated,Morristown Line,NJ Transit,2018-04-23,08:38:00,2018-04-23,08:40:00,Mon
3911776,4366381,6320,9.0,Newark Broad Street,106.0,New York Penn Station,105.0,51.0,estimated,Morristown Line,NJ Transit,2018-04-23,09:12:00,2018-04-23,10:03:00,Mon
3912306,4366941,6662,16.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,18:15:00,2018-04-23,18:14:00,Mon
3912437,4367080,6654,17.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,16:52:00,2018-04-23,16:51:00,Mon
3912739,4367386,6636,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,10.0,estimated,Morristown Line,NJ Transit,2018-04-23,12:21:00,2018-04-23,12:31:00,Mon
3913158,4367828,6664,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-04-23,18:42:00,2018-04-23,18:41:00,Mon
