index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
2617415,6610,12.0,Newark Broad Street,106.0,New York Penn Station,105.0,5.0,estimated,Morristown Line,NJ Transit,2018-09-27,07:18:00,2018-09-27,07:23:00,Thu
2618889,6328,9.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-27,10:40:00,2018-09-27,10:39:00,Thu
2619421,6318,4.0,Brick Church,23.0,New York Penn Station,105.0,21.0,estimated,Morristown Line,NJ Transit,2018-09-27,08:38:00,2018-09-27,08:59:00,Thu
2619570,6320,9.0,Newark Broad Street,106.0,New York Penn Station,105.0,10.0,estimated,Morristown Line,NJ Transit,2018-09-27,09:12:00,2018-09-27,09:22:00,Thu
2620124,6662,16.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-27,18:15:00,2018-09-27,18:14:00,Thu
2620198,6654,17.0,Newark Broad Street,106.0,New York Penn Station,105.0,3.0,estimated,Morristown Line,NJ Transit,2018-09-27,16:52:00,2018-09-27,16:55:00,Thu
2620604,6636,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,4.0,estimated,Morristown Line,NJ Transit,2018-09-27,12:21:00,2018-09-27,12:25:00,Thu
2620945,6664,16.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,5.0,estimated,Morristown Line,NJ Transit,2018-09-27,18:42:00,2018-09-27,18:47:00,Thu
2621245,6606,14.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-27,06:56:00,2018-09-27,06:55:00,Thu
2621315,6624,14.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,5.0,estimated,Morristown Line,NJ Transit,2018-09-27,09:31:00,2018-09-27,09:36:00,Thu
2621539,6612,12.0,Maplewood,81.0,New York Penn Station,105.0,4.0,estimated,Morristown Line,NJ Transit,2018-09-27,07:32:00,2018-09-27,07:36:00,Thu
