level_0,index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
413833,469640,6202,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,06:04:00,2019-03-04,06:04:00,Mon
414018,469856,6234,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,5.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,13:42:00,2019-03-04,13:47:00,Mon
414170,470026,6258,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,19:03:00,2019-03-04,18:59:00,Mon
414465,470364,6204,12.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,9.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,06:46:00,2019-03-04,06:55:00,Mon
414908,471024,6226,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,3.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,11:52:00,2019-03-04,11:55:00,Mon
414967,471083,6210,11.0,Watsessing Avenue,154.0,New York Penn Station,105.0,5.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,08:20:00,2019-03-04,08:25:00,Mon
414997,471131,6280,11.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,4.0,estimated,Montclair-Boonton,NJ Transit,2019-03-05,00:04:00,2019-03-05,00:08:00,Tue
415046,471203,6274,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,24.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,22:05:00,2019-03-04,22:29:00,Mon
415254,471432,6242,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,15:48:00,2019-03-04,15:47:00,Mon
415295,471477,6216,13.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,6.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,09:50:00,2019-03-04,09:56:00,Mon
417802,474491,6252,11.0,Newark Broad Street,106.0,New York Penn Station,105.0,1.0,estimated,Montclair-Boonton,NJ Transit,2019-03-04,17:57:00,2019-03-04,17:58:00,Mon
