level_0,index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
779030,888432,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-07-25,07:28:00,2019-07-25,07:27:00,Thu
781495,891387,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-07-26,07:28:00,2019-07-26,07:27:00,Fri
786725,897433,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2019-07-26,08:11:00,2019-07-26,08:13:00,Fri
797667,909578,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,7.0,estimated,Gladstone Branch,NJ Transit,2019-07-29,08:11:00,2019-07-29,08:18:00,Mon
802389,915061,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-07-29,07:28:00,2019-07-29,07:27:00,Mon
805496,918599,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-07-30,07:28:00,2019-07-30,07:27:00,Tue
810173,924005,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2019-07-30,08:11:00,2019-07-30,08:16:00,Tue
812709,926941,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-07-31,07:28:00,2019-07-31,07:27:00,Wed
819977,935328,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-07-31,08:11:00,2019-07-31,08:14:00,Wed
831244,948025,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-03,08:11:00,2019-06-03,08:10:00,Mon
834481,951730,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-03,07:28:00,2019-06-03,07:27:00,Mon
838655,956371,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2019-06-04,08:11:00,2019-06-04,08:16:00,Tue
843541,961996,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-04,07:28:00,2019-06-04,07:27:00,Tue
846132,964836,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2019-06-05,08:11:00,2019-06-05,08:16:00,Wed
853922,973662,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-05,07:28:00,2019-06-05,07:27:00,Wed
854253,974043,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-06,07:28:00,2019-06-06,07:27:00,Thu
861445,982206,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-06-06,08:11:00,2019-06-06,08:12:00,Thu
863978,985048,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-07,07:28:00,2019-06-07,07:27:00,Fri
869388,991272,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-07,08:11:00,2019-06-07,08:11:00,Fri
879208,1002357,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-10,07:28:00,2019-06-10,07:27:00,Mon
887003,1011254,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,8.000000000000002,estimated,Gladstone Branch,NJ Transit,2019-06-10,08:11:00,2019-06-10,08:19:00,Mon
889233,1013695,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-11,07:28:00,2019-06-11,07:28:00,Tue
894027,1019223,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-11,08:11:00,2019-06-11,08:11:00,Tue
896706,1022258,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-06-12,08:11:00,2019-06-12,08:12:00,Wed
902092,1028289,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-12,07:28:00,2019-06-12,07:27:00,Wed
904935,1031482,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-06-13,08:11:00,2019-06-13,08:14:00,Thu
912057,1039511,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-13,07:28:00,2019-06-13,07:27:00,Thu
916038,1044226,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,14.0,estimated,Gladstone Branch,NJ Transit,2019-06-14,08:11:00,2019-06-14,08:25:00,Fri
917244,1045703,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-14,07:28:00,2019-06-14,07:27:00,Fri
932586,1063046,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-17,07:28:00,2019-06-17,07:27:00,Mon
933347,1063984,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2019-06-17,08:11:00,2019-06-17,08:16:00,Mon
940686,1072809,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.000000000000001,estimated,Gladstone Branch,NJ Transit,2019-06-18,08:11:00,2019-06-18,08:15:00,Tue
941566,1073915,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-18,07:28:00,2019-06-18,07:27:00,Tue
948315,1081756,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-19,08:11:00,2019-06-19,08:11:00,Wed
951279,1085296,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-19,07:28:00,2019-06-19,07:27:00,Wed
955334,1089966,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-20,07:28:00,2019-06-20,07:27:00,Thu
958502,1093632,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2019-06-20,08:11:00,2019-06-20,08:13:00,Thu
965224,1101640,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-21,07:28:00,2019-06-21,07:27:00,Fri
965967,1102557,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.000000000000001,estimated,Gladstone Branch,NJ Transit,2019-06-21,08:11:00,2019-06-21,08:15:00,Fri
979475,1118680,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.000000000000001,estimated,Gladstone Branch,NJ Transit,2019-06-24,08:11:00,2019-06-24,08:15:00,Mon
984821,1124887,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-24,07:28:00,2019-06-24,07:27:00,Mon
986131,1126453,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,7.0,estimated,Gladstone Branch,NJ Transit,2019-06-25,08:11:00,2019-06-25,08:18:00,Tue
993050,1134514,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-06-25,07:28:00,2019-06-25,07:31:00,Tue
994554,1136204,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-26,07:28:00,2019-06-26,07:27:00,Wed
1001908,1144741,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-06-26,08:11:00,2019-06-26,08:14:00,Wed
1003563,1146706,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-27,07:28:00,2019-06-27,07:27:00,Thu
1008531,1152461,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-27,08:11:00,2019-06-27,08:10:00,Thu
1011549,1155985,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-06-28,08:11:00,2019-06-28,08:14:00,Fri
1016866,1162154,6406,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-06-28,07:28:00,2019-06-28,07:27:00,Fri
1034450,1181983,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-12-02,07:28:00,2019-12-02,07:31:00,Mon
1037797,1185718,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2019-12-02,08:11:00,2019-12-02,08:13:00,Mon
1043431,1191970,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-03,07:28:00,2019-12-03,07:27:00,Tue
1044327,1192922,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.000000000000001,estimated,Gladstone Branch,NJ Transit,2019-12-03,08:11:00,2019-12-03,08:15:00,Tue
1048610,1197811,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-04,07:28:00,2019-12-04,07:27:00,Wed
1056523,1206574,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-12-04,08:11:00,2019-12-04,08:14:00,Wed
1058898,1209173,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-05,07:28:00,2019-12-05,07:27:00,Thu
1063750,1214568,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2019-12-05,08:11:00,2019-12-05,08:13:00,Thu
1066474,1217723,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,26.0,estimated,Gladstone Branch,NJ Transit,2019-12-06,08:11:00,2019-12-06,08:37:00,Fri
1072073,1223914,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-06,07:28:00,2019-12-06,07:27:00,Fri
1084092,1237092,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,7.0,estimated,Gladstone Branch,NJ Transit,2019-12-09,07:28:00,2019-12-09,07:35:00,Mon
1089548,1243045,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,6.0,estimated,Gladstone Branch,NJ Transit,2019-12-09,08:11:00,2019-12-09,08:17:00,Mon
1092880,1246756,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-10,08:11:00,2019-12-10,08:11:00,Tue
1097875,1252229,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-10,07:28:00,2019-12-10,07:27:00,Tue
1100650,1255242,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.000000000000001,estimated,Gladstone Branch,NJ Transit,2019-12-11,08:11:00,2019-12-11,08:15:00,Wed
1108442,1263896,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-11,07:28:00,2019-12-11,07:27:00,Wed
1108776,1264346,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,12.0,estimated,Gladstone Branch,NJ Transit,2019-12-12,07:28:00,2019-12-12,07:40:00,Thu
1116030,1272543,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.000000000000001,estimated,Gladstone Branch,NJ Transit,2019-12-12,08:11:00,2019-12-12,08:15:00,Thu
1118420,1275174,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-12-13,07:28:00,2019-12-13,07:31:00,Fri
1123890,1281318,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-12-13,08:11:00,2019-12-13,08:14:00,Fri
1137961,1297172,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-12-16,08:11:00,2019-12-16,08:14:00,Mon
1138930,1298217,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2019-12-16,07:28:00,2019-12-16,07:30:00,Mon
1144953,1304953,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-17,08:11:00,2019-12-17,08:11:00,Tue
1147872,1308285,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,9.0,estimated,Gladstone Branch,NJ Transit,2019-12-17,07:28:00,2019-12-17,07:37:00,Tue
1152796,1313677,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2019-12-18,07:28:00,2019-12-18,07:30:00,Wed
1155967,1317182,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-18,08:11:00,2019-12-18,08:11:00,Wed
1162536,1324586,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,19.0,estimated,Gladstone Branch,NJ Transit,2019-12-19,07:28:00,2019-12-19,07:47:00,Thu
1163506,1325726,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,8.000000000000002,estimated,Gladstone Branch,NJ Transit,2019-12-19,08:11:00,2019-12-19,08:19:00,Thu
1171159,1334364,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2019-12-20,08:11:00,2019-12-20,08:13:00,Fri
1171832,1335080,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,7.0,estimated,Gladstone Branch,NJ Transit,2019-12-20,07:28:00,2019-12-20,07:35:00,Fri
1188921,1353618,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2019-12-23,07:28:00,2019-12-23,07:33:00,Mon
1190018,1354899,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-12-23,08:11:00,2019-12-23,08:12:00,Mon
1194121,1359555,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-24,07:28:00,2019-12-24,07:27:00,Tue
1201051,1367287,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-12-24,08:11:00,2019-12-24,08:12:00,Tue
1207895,1375014,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-12-26,08:11:00,2019-12-26,08:14:00,Thu
1213167,1380839,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-26,07:28:00,2019-12-26,07:27:00,Thu
1214541,1382331,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-12-27,08:11:00,2019-12-27,08:12:00,Fri
1222141,1390788,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-27,07:28:00,2019-12-27,07:27:00,Fri
1233359,1403183,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-12-30,08:11:00,2019-12-30,08:12:00,Mon
1239013,1409392,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-30,07:28:00,2019-12-30,07:27:00,Mon
1240567,1411127,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-31,08:11:00,2019-12-31,08:11:00,Tue
1247612,1419131,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-12-31,07:28:00,2019-12-31,07:28:00,Tue
1248640,1420392,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-01,07:28:00,2019-04-01,07:27:00,Mon
1255916,1428532,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-04-01,08:11:00,2019-04-01,08:14:00,Mon
1257306,1430092,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-04-02,08:11:00,2019-04-02,08:14:00,Tue
1264473,1438258,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,14.0,estimated,Gladstone Branch,NJ Transit,2019-04-02,07:28:00,2019-04-02,07:42:00,Tue
1266094,1440086,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0,estimated,Gladstone Branch,NJ Transit,2019-04-03,08:11:00,2019-04-03,08:12:00,Wed
1271136,1445730,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-03,07:28:00,2019-04-03,07:27:00,Wed
1275241,1450413,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2019-04-04,08:11:00,2019-04-04,08:16:00,Thu
1278202,1453793,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-04,07:28:00,2019-04-04,07:27:00,Thu
1285059,1461552,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-04-05,08:11:00,2019-04-05,08:14:00,Fri
1285984,1462548,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-05,07:28:00,2019-04-05,07:27:00,Fri
1300411,1478596,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0,estimated,Gladstone Branch,NJ Transit,2019-04-08,08:11:00,2019-04-08,08:13:00,Mon
1303787,1482427,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-08,07:28:00,2019-04-08,07:27:00,Mon
1309540,1488955,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0,estimated,Gladstone Branch,NJ Transit,2019-04-09,08:11:00,2019-04-09,08:12:00,Tue
1310263,1489772,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-09,07:28:00,2019-04-09,07:27:00,Tue
1317390,1497599,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-10,07:28:00,2019-04-10,07:27:00,Wed
1318262,1498578,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-10,08:11:00,2019-04-10,08:10:00,Wed
1324761,1505889,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-11,07:28:00,2019-04-11,07:27:00,Thu
1327801,1509313,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-04-11,08:11:00,2019-04-11,08:14:00,Thu
1332750,1515049,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.0,estimated,Gladstone Branch,NJ Transit,2019-04-12,08:11:00,2019-04-12,08:15:00,Fri
1335680,1518406,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-12,07:28:00,2019-04-12,07:27:00,Fri
1348270,1532238,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-04-15,08:11:00,2019-04-15,08:14:00,Mon
1353122,1538120,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-15,07:28:00,2019-04-15,07:27:00,Mon
1356729,1542171,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-16,07:28:00,2019-04-16,07:27:00,Tue
1361435,1547545,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2019-04-16,08:11:00,2019-04-16,08:16:00,Tue
1362757,1549054,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-17,07:28:00,2019-04-17,07:28:00,Wed
1370257,1557530,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,6.0,estimated,Gladstone Branch,NJ Transit,2019-04-17,08:11:00,2019-04-17,08:17:00,Wed
1371166,1558547,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-04-18,08:11:00,2019-04-18,08:14:00,Thu
1378032,1566304,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-18,07:28:00,2019-04-18,07:27:00,Thu
1380621,1569247,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.0,estimated,Gladstone Branch,NJ Transit,2019-04-19,08:11:00,2019-04-19,08:15:00,Fri
1385753,1575102,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-19,07:28:00,2019-04-19,07:27:00,Fri
1395021,1585399,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,8.0,estimated,Gladstone Branch,NJ Transit,2019-04-22,08:11:00,2019-04-22,08:19:00,Mon
1402165,1593457,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-22,07:28:00,2019-04-22,07:27:00,Mon
1404391,1595933,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0,estimated,Gladstone Branch,NJ Transit,2019-04-23,08:11:00,2019-04-23,08:13:00,Tue
1409545,1601810,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-23,07:28:00,2019-04-23,07:27:00,Tue
1413891,1606791,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-04-24,08:11:00,2019-04-24,08:14:00,Wed
1416918,1610141,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-24,07:28:00,2019-04-24,07:27:00,Wed
1422364,1616333,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-04-25,08:11:00,2019-04-25,08:14:00,Thu
1423335,1617444,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-25,07:28:00,2019-04-25,07:28:00,Thu
1430957,1625913,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,2.0,estimated,Gladstone Branch,NJ Transit,2019-04-26,07:28:00,2019-04-26,07:30:00,Fri
1431724,1626754,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,9.0,estimated,Gladstone Branch,NJ Transit,2019-04-26,08:11:00,2019-04-26,08:20:00,Fri
1447387,1644643,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,6.0,estimated,Gladstone Branch,NJ Transit,2019-04-29,08:11:00,2019-04-29,08:17:00,Mon
1448644,1646107,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,1.0,estimated,Gladstone Branch,NJ Transit,2019-04-29,07:28:00,2019-04-29,07:29:00,Mon
1455503,1653787,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-30,07:28:00,2019-04-30,07:27:00,Tue
1456527,1654968,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-04-30,08:11:00,2019-04-30,08:10:00,Tue
1461075,1660307,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,10.0,estimated,Gladstone Branch,NJ Transit,2019-10-01,08:11:00,2019-10-01,08:21:00,Tue
1466265,1666150,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,7.0,estimated,Gladstone Branch,NJ Transit,2019-10-01,07:28:00,2019-10-01,07:35:00,Tue
1469884,1670242,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,2.0000000000000004,estimated,Gladstone Branch,NJ Transit,2019-10-02,07:28:00,2019-10-02,07:30:00,Wed
1474885,1675919,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-10-02,08:11:00,2019-10-02,08:14:00,Wed
1476391,1677686,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,4.000000000000001,estimated,Gladstone Branch,NJ Transit,2019-10-03,07:28:00,2019-10-03,07:32:00,Thu
1483843,1686079,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-10-03,08:11:00,2019-10-03,08:11:00,Thu
1487897,1690655,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-10-04,07:28:00,2019-10-04,07:29:00,Fri
1488748,1691625,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-10-04,08:11:00,2019-10-04,08:12:00,Fri
1505704,1710780,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2019-10-07,08:11:00,2019-10-07,08:14:00,Mon
1506942,1712123,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,1.0000000000000002,estimated,Gladstone Branch,NJ Transit,2019-10-07,07:28:00,2019-10-07,07:29:00,Mon
1514014,1720049,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-10-08,07:28:00,2019-10-08,07:28:00,Tue
1514661,1720844,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,11.0,estimated,Gladstone Branch,NJ Transit,2019-10-08,08:11:00,2019-10-08,08:22:00,Tue
1520348,1727364,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-10-09,07:28:00,2019-10-09,07:28:00,Wed
1523686,1731129,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2019-10-09,08:11:00,2019-10-09,08:11:00,Wed
1528836,1737151,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,8.000000000000002,estimated,Gladstone Branch,NJ Transit,2019-10-10,08:11:00,2019-10-10,08:19:00,Thu
