index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
3491589,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,6.0,estimated,Gladstone Branch,NJ Transit,2018-11-08,08:11:00,2018-11-08,08:17:00,Thu
3499239,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2018-11-08,07:28:00,2018-11-08,07:27:00,Thu
3501849,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,4.0,estimated,Gladstone Branch,NJ Transit,2018-11-09,08:11:00,2018-11-09,08:15:00,Fri
3508118,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2018-11-09,07:28:00,2018-11-09,07:27:00,Fri
3529691,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,17.0,estimated,Gladstone Branch,NJ Transit,2018-11-13,08:11:00,2018-11-13,08:28:00,Tue
3534967,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,23.0,estimated,Gladstone Branch,NJ Transit,2018-11-13,07:28:00,2018-11-13,07:51:00,Tue
3539872,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,6.0,estimated,Gladstone Branch,NJ Transit,2018-11-14,08:11:00,2018-11-14,08:17:00,Wed
3543516,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2018-11-14,07:28:00,2018-11-14,07:27:00,Wed
3551009,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2018-11-15,08:11:00,2018-11-15,08:14:00,Thu
3551939,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Gladstone Branch,NJ Transit,2018-11-15,07:28:00,2018-11-15,07:27:00,Thu
3578186,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2018-11-19,08:11:00,2018-11-19,08:16:00,Mon
3578988,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,2.0,estimated,Gladstone Branch,NJ Transit,2018-11-19,07:28:00,2018-11-19,07:30:00,Mon
3587546,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,3.0,estimated,Gladstone Branch,NJ Transit,2018-11-20,07:28:00,2018-11-20,07:31:00,Tue
3588646,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,10.0,estimated,Gladstone Branch,NJ Transit,2018-11-20,08:11:00,2018-11-20,08:21:00,Tue
3595013,6406,16.0,Newark Broad Street,106.0,New York Penn Station,105.0,5.0,estimated,Gladstone Branch,NJ Transit,2018-11-21,07:28:00,2018-11-21,07:33:00,Wed
3598590,6410,16.0,Brick Church,23.0,New York Penn Station,105.0,2.0,estimated,Gladstone Branch,NJ Transit,2018-11-21,08:11:00,2018-11-21,08:13:00,Wed
